Msub1,AAL01TC,AAL02TC,AAL03TC,AAL04TC,AAL05TC,AAL06TC,AAL07TC,AAL08TC,AAL09TC,AAL10TC,AAL11TC,AAL12TC,AAL13TC,AAL14TC,AAL15TC,AAL16TC,AAL17TC,AAL18TC,AAL19TC,AAL20TC,AAL20TC,AAL22TC,AAL23TC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.422518,0.213044,0.307861,-0.004273,-0.815076,-0.907786,-0.172722,-0.182011,-1.225036,-0.897053,-0.068335,-0.178828,-0.123411,0.215086,-0.168861,0.317745,-0.094709,0.307775,0.509088,0.158525,0.022161,-0.04876,0.489218,0.462072,-0.120834,-0.248237,-0.280191,-0.229372,0.130957,0.05679,0.314428,0.375227,-0.055567,0.058466,-0.228881,0.430315,0.388423,-0.017126,0.42747,0.320037,0.79204,-0.155687,0.118912,0.519974,-0.600083,-0.656619,0.403493,0.569012,-0.349468,-0.096297,0.067915,0.475768,-0.391492,0.329049,0.550238,0.553303,-0.328407,-0.240048,-0.388399,-0.989434,-0.143022,-0.841527,0.081273,0.203396,-0.138791,-0.340262,-0.349958,-0.505693,-0.266797,-0.704527,0.145733,-0.102089,0.395139,0.291151,0.08652,0.464197,0.809011,0.307818,-0.081084,0.26061,-0.300598,0.460528,-0.49243,0.166064,-0.090716,0.53495,0.310124,0.329921,-0.049443,0.318445
-0.007669,-0.219537,0.180887,-0.084721,-0.763191,-0.977755,0.151072,0.004181,-0.567084,-0.206527,0.26655,-0.023148,0.527133,0.693323,0.000209,0.543013,-0.033231,-0.119273,0.010044,-0.334883,0.119521,0.2548,0.532238,0.466647,-0.070781,-0.254654,-0.58171,-0.482687,0.210447,0.070602,0.128518,0.157074,0.229179,0.123807,-0.067123,0.398422,0.289414,0.185113,0.293752,0.393529,0.602417,-0.062046,0.556372,1.070504,-0.124582,0.214876,0.735103,1.057248,-0.289614,0.23052,0.44638,0.525622,-0.266667,0.214505,0.449516,0.470943,-0.871434,-0.669597,-1.107917,-1.792223,-0.167925,-0.687885,0.141662,0.078126,0.095666,-0.191734,-0.354707,-0.566475,-0.381051,-1.021124,0.147237,-0.247634,0.005427,-0.013882,0.168706,0.140169,0.615192,0.401086,0.097297,0.249103,-0.136924,0.426888,-0.69403,-0.36746,-0.302677,0.414845,-0.487369,-0.283661,0.178627,0.764818
-0.599443,-0.482487,0.019539,0.192105,-0.663165,-0.864564,0.293993,0.301729,-0.312357,0.201614,0.064606,-0.284929,0.381139,0.203056,-0.302895,0.23332,0.034939,-0.324637,-0.177196,-0.17914,-0.082077,0.117974,0.284593,0.33587,-0.480667,-0.575193,-0.88581,-0.8179,0.062977,-0.095847,0.039471,0.052181,0.223879,0.231331,0.111856,0.366001,0.045376,0.336109,0.146901,0.316652,0.583033,0.144444,-0.022032,0.425231,0.261373,0.538847,0.305436,0.566817,-0.400937,0.207362,0.153776,-0.231664,-0.496778,-0.474336,-0.099517,0.16582,-1.088155,-0.571023,-1.090073,-1.278759,-0.043863,0.167561,0.0479,0.035536,0.358399,0.193247,-0.37204,-0.381627,-0.490488,0.022086,-0.003162,-0.037801,-0.188591,-0.119955,-0.097383,-0.294661,0.123147,0.236075,0.380289,0.46525,0.130354,0.327495,-0.812623,-0.646423,-0.543163,0.067627,-1.202445,-0.731114,-0.00599,0.752484
-0.160847,0.123936,0.545925,0.774731,-0.516977,-0.70535,0.555909,0.624755,-0.510723,-0.418705,-0.040222,-0.417326,-0.03165,-0.345666,-0.666951,-0.278747,0.241757,-0.163165,0.975753,1.082174,-0.358603,-0.24299,0.526233,0.659513,-0.384764,-0.56108,-0.796933,-0.587933,0.097575,-0.119672,0.221622,-0.04897,0.220993,0.300174,0.010493,-0.144743,-0.080952,0.159444,0.207709,0.131009,0.819292,0.63697,-0.877026,-0.485779,0.468768,0.169371,-0.568275,-0.429938,-0.765282,-0.54008,-0.610543,-1.16683,-0.913207,-1.111887,-0.557586,-0.273573,-0.45045,0.134797,-1.1154,-1.156191,-0.017078,0.261664,0.123229,0.003588,-0.318403,-0.476495,-0.668025,-0.458933,0.231309,1.102566,-0.163519,0.130154,-0.051865,0.004599,-0.247808,-0.316861,-0.115635,0.048864,0.421604,0.461459,0.478678,0.204862,-0.678896,-0.469957,-0.41962,-0.247362,-1.084534,-0.746746,0.114892,0.544653
0.029078,0.552463,0.300287,0.435412,-0.357297,-0.386118,-0.160644,0.161239,-0.633395,-0.717875,-0.463764,-0.594631,-0.773091,-0.63065,-0.913853,-0.532043,-0.072741,-0.009564,0.892176,1.174751,-0.689865,-0.39436,-0.313599,-0.057058,-0.857535,-0.77517,-0.611736,-0.298531,-0.415164,-0.320442,-0.373101,-0.493883,0.109253,0.10061,-0.430771,-0.616139,-0.151572,0.076581,0.248769,-0.003734,0.418462,0.056971,-1.113255,-0.862778,0.649361,0.329206,-0.704267,-0.73672,-0.100656,-0.315277,-0.264512,-0.650278,-0.195333,-0.142898,-0.21385,-0.150025,0.388739,0.930473,0.17895,0.083624,0.331586,0.404111,0.198028,0.192398,-0.561397,-0.654069,-0.208346,0.091773,0.999008,1.743318,-0.384681,0.081916,-0.15268,-0.067427,-0.446836,-0.165447,-0.318226,-0.021873,-0.128069,0.08495,0.077983,-0.031095,-0.700154,-0.293025,-0.255683,-0.121477,-0.134832,-0.365301,0.071762,0.118921
0.029902,0.157848,0.226622,0.151996,-0.472344,-0.335629,0.007838,0.265439,-0.279791,-0.671017,0.029826,-0.130064,-0.431624,-0.076814,-0.765019,-0.716386,-0.210309,-0.200914,0.195002,0.383759,-0.471957,-0.177246,-0.679852,-0.444876,-0.835324,-0.616403,-0.594563,-0.267655,-0.485092,-0.173035,-0.579555,-0.751464,0.163456,0.026797,0.024423,-0.164682,-0.158276,-0.00314,-0.088143,-0.254245,-0.093997,-0.422171,-0.294083,-0.519629,0.533188,0.228813,-0.254274,-0.301737,0.47979,0.055889,0.466725,0.466226,0.515943,0.919724,0.167551,-0.042462,0.168562,0.404668,0.475331,0.037207,0.698965,0.562434,0.298611,0.35373,-0.284114,-0.109939,0.208416,0.407751,0.536586,0.425251,-0.485675,-0.227627,-0.109023,-0.133666,-0.227206,0.053486,-0.417054,-0.021725,-0.618877,-0.574452,-0.499318,-0.437041,-1.199587,-0.737544,-0.230627,-0.156244,-0.435556,-0.762837,0.27548,0.057774
-0.262518,-0.17215,-0.2575,-0.148568,-0.745524,-0.476848,-0.144143,0.253308,-0.41449,-0.411648,0.210399,0.064981,-0.162903,0.077077,-0.730688,-0.870211,-0.175734,-0.263599,-0.745982,-0.459397,-0.547997,-0.349998,-1.129053,-0.8153,-0.604153,-0.601173,-0.954491,-0.73143,-0.379145,-0.040926,-0.931565,-0.986,-0.164911,-0.000737,0.449705,0.55123,-0.307039,0.175696,-0.225546,-0.051843,-0.456133,-0.220534,0.372745,0.000455,0.625369,0.440119,0.315851,0.277904,0.683479,0.591389,0.705336,1.123456,0.773644,1.249532,0.281132,0.140802,-0.011633,0.183706,0.537028,0.816979,0.682378,1.005669,0.014793,0.338679,0.269153,0.800883,0.579211,0.818839,-0.020003,-0.308781,-0.468775,-0.346702,-0.344451,-0.426007,-0.501507,-0.3338,-0.783991,-0.198267,-0.479817,-0.32667,-0.562669,-0.388364,-1.076183,-0.82594,-0.125408,-0.045143,-0.687377,-0.683439,0.158133,0.111736
-0.326557,-0.390527,-0.290004,-0.133497,-0.69603,-0.360369,-0.106985,0.189977,-0.625065,-0.616145,-0.031738,0.123227,-0.180856,-0.3436,-0.43463,-0.843128,-0.424779,-0.187917,-0.665883,-0.539164,-0.408869,-0.322615,-0.557003,-0.441603,-0.181344,-0.480442,-0.703384,-0.577231,-0.177975,0.07642,-0.74438,-0.856343,-0.60188,-0.151453,0.613041,0.386198,-0.497859,0.205946,-0.179119,0.2505,-0.159265,0.113806,0.701364,0.58454,0.672603,0.660187,0.583714,0.339203,0.242074,0.484249,0.122098,0.618835,0.357966,0.613586,0.04057,0.230131,-0.195784,-0.035793,0.182761,1.237073,-0.049034,0.499003,-0.605037,0.013748,0.115738,0.632141,0.735521,1.140687,-0.049573,-0.172625,0.136287,0.179932,-0.295179,-0.325536,-0.467311,-0.733816,-0.830377,-0.495069,-0.453744,0.027793,-0.394551,-0.157971,-0.411654,-0.540545,0.153345,0.122871,-0.70245,-0.162605,0.053161,0.169781
-0.329426,-0.435706,-0.092841,-0.09563,-0.329778,0.128315,0.11344,-0.060638,-0.475686,-0.450818,-0.624114,-0.050197,-0.323963,-0.883935,-0.153404,-0.427103,-0.986513,-0.076692,-0.169443,-0.181834,-0.466607,-0.224233,0.299994,0.298959,-0.170549,-0.412446,-0.490145,-0.177018,-0.327877,0.063133,-0.65233,-0.573134,-1.022893,-0.507679,-0.236587,-0.867324,-0.397484,0.039187,-0.183533,0.136792,0.074599,-0.014642,0.192453,0.506995,0.744357,0.777683,0.473063,-0.068169,0.019179,0.145957,-0.321334,0.10275,0.021425,0.168283,-0.033336,0.255305,-0.31671,-0.174084,-0.145444,0.62581,-0.637517,-0.404541,-0.810146,-0.365128,-0.314827,-0.091627,0.497978,0.821936,0.085202,0.317358,0.478831,0.683309,-0.106281,0.02599,-0.247924,-0.636286,-0.221362,-0.13365,-0.982489,-0.050119,-0.505788,-0.128666,-0.202235,-0.453929,0.42025,0.385881,-0.888167,-0.230709,0.211452,0.204581
-0.345704,-0.262052,0.021503,0.07455,0.130913,0.688189,0.063056,-0.140818,0.373682,-0.023274,-0.575232,0.205761,-0.29682,-0.630926,0.422901,0.13661,-1.361342,0.004809,0.24193,0.163523,-0.076625,0.189534,0.859836,0.806061,-0.213557,-0.040054,0.05768,0.489486,-0.524442,0.109396,-0.379518,-0.13448,-0.756885,-0.559441,-0.759503,-1.580335,0.083697,0.100982,0.133417,0.124392,0.183285,-0.359736,-0.280798,0.030842,0.067716,0.268208,0.010763,-0.317394,0.134311,-0.12401,-0.082128,0.077093,0.170409,0.391351,-0.045959,0.30221,-0.6164,-0.312225,-0.329834,-0.1911,-0.935017,-0.898689,-0.687557,-0.461043,-0.770831,-0.515261,0.156944,0.34128,0.177847,0.179227,0.380219,0.631618,0.019214,0.231511,0.140899,-0.283555,0.394294,0.31265,-1.645057,-0.486232,-0.9313,-0.240261,0.106996,-0.170718,0.542943,0.569383,-0.446374,-0.143447,0.482935,0.212994
-0.246681,0.207986,0.016487,0.268834,0.399262,0.876076,-0.186169,-0.053528,0.897686,0.45337,0.014708,0.432029,-0.142509,0.012333,0.542957,0.309626,-0.696583,0.29169,0.301765,0.556947,0.406703,0.501857,0.702599,0.712468,0.111734,0.596688,0.603492,0.88326,-0.291891,0.326052,0.008248,0.303929,-0.137888,0.011271,-0.580437,-0.987505,0.598068,0.349362,0.606522,0.204268,0.329556,-0.174412,-0.81767,-0.720062,-1.16706,-0.941603,-0.596483,-0.482607,-0.026133,-0.364416,0.102145,0.187004,0.176685,0.498271,-0.081661,0.203722,-0.459557,0.029135,-0.232488,-0.281381,-0.752117,-0.445075,-0.442143,-0.266386,-0.633633,-0.21543,-0.119789,-0.231445,0.715342,0.204508,-0.197103,0.327607,-0.061529,0.162353,0.123304,0.146704,0.435965,0.445231,-1.094972,-0.186826,-0.829307,-0.133722,0.84331,0.566141,0.21266,0.275095,0.768943,0.315716,0.387047,0.03666
0.117385,0.988138,-0.323951,0.199488,0.16602,0.357049,-0.61338,-0.285664,0.569038,0.175705,0.254403,0.364509,-0.178774,0.188199,0.162729,0.054977,0.316466,0.719882,0.163522,0.716965,0.48302,0.105323,0.205824,0.192662,0.715804,0.72066,0.95458,0.538648,-0.033032,0.11411,0.10309,0.234806,0.16024,0.486706,0.262899,0.087164,0.607378,0.084675,0.634648,0.244953,0.055317,-0.23902,-0.568405,-0.499316,-1.338509,-1.234189,-0.788624,-0.263149,-0.278099,-0.434189,0.003673,0.028817,0.190613,0.308603,-0.124068,0.051824,0.564989,1.046765,0.196868,0.373451,-0.272489,0.554425,-0.111776,0.130017,-0.345066,0.377755,-0.01009,-0.250037,1.423356,1.011449,-0.58088,-0.35713,-0.29213,-0.212573,-0.104161,0.105124,-0.341741,-0.237897,0.094276,0.530744,-0.297946,0.031332,1.064027,0.89104,-0.199872,-0.131114,1.522128,1.02723,0.05965,-0.136994
0.808354,1.433845,-0.323625,-0.084947,-0.15562,-0.13083,-0.569549,-0.648464,-0.313215,-0.278676,0.354463,-0.050914,0.038916,0.134584,-0.222651,-0.148555,1.112796,0.787857,0.353327,0.993122,-0.103848,-0.544286,-0.215911,-0.245735,0.65785,0.143292,0.356876,-0.360051,0.430177,0.028641,-0.000523,-0.024285,0.201679,0.521708,0.190554,0.081399,0.31081,-0.246871,0.211743,0.137428,-0.219351,0.065031,-0.354635,-0.036094,-1.092747,-1.046233,-0.87842,-0.203719,-0.760274,-0.396712,-0.455322,-0.394895,0.204592,0.138251,-0.028688,-0.149408,1.483234,1.671867,0.370258,0.44675,0.255721,0.813837,0.246154,0.337544,-0.205794,0.116703,-0.288065,-0.656888,2.106683,1.985071,-0.396085,-0.563648,-0.272617,-0.318666,-0.323416,-0.036364,-0.818108,-0.807816,1.157231,0.979766,0.785073,0.317158,1.212537,0.805279,-0.049523,-0.43774,1.435228,1.237897,0.012331,-0.342263
0.948652,1.055463,-0.252348,-0.312552,0.152143,-0.086736,-0.120436,-0.683796,-0.059144,-0.164556,0.423436,-0.009874,0.475108,0.416131,0.215822,0.330614,0.626378,0.11609,0.193827,0.49214,-0.382624,-0.468723,-0.238681,-0.340276,0.491115,-0.200749,0.180221,-0.426337,0.386357,-0.271281,-0.327454,-0.232288,-0.272262,-0.133366,0.195207,0.029532,-0.111782,-0.535858,-0.451875,-0.247047,-0.766609,-0.203539,0.302507,0.772667,-0.438746,-0.318397,-0.163861,0.462948,-0.33217,0.162724,-0.144003,-0.118138,0.811134,0.521472,0.302808,0.044144,1.21595,0.967064,0.24948,-0.194732,0.387703,0.232559,0.42009,0.10235,-0.111194,-0.045662,-0.701477,-0.962894,1.031801,1.418215,-0.06996,-0.62995,0.031782,-0.308844,-0.058139,-0.041946,-0.880997,-0.875942,0.702851,0.002,0.831148,0.167835,0.523478,0.00831,0.668602,0.090043,0.333447,0.756177,0.268571,0.081955
0.358911,-0.449095,-0.139794,-0.274512,0.360589,0.363409,0.176499,-0.152109,0.537499,0.470356,0.305093,0.253482,0.335341,0.603171,0.457743,0.571202,-0.035492,-0.547356,-0.078175,-0.240241,-0.248586,0.16725,-0.181448,-0.007884,-0.132489,-0.24506,0.043714,-0.046183,0.036985,-0.161277,-0.352319,-0.173937,-0.700313,-0.932421,-0.071978,0.132137,-0.075987,-0.191369,-0.333135,-0.035884,-1.00541,0.022735,0.141993,0.204708,-0.385065,-0.281085,-0.106623,0.4727,0.324745,0.641317,0.128988,0.197914,0.469846,0.178686,0.327476,0.038511,-0.208021,-0.629203,0.578738,0.013771,0.016717,-0.515862,0.299486,-0.273417,0.050868,0.235432,-0.383675,-0.631578,-0.425883,0.773401,0.274116,-0.170611,0.101179,-0.022295,0.180482,0.120824,-0.395193,-0.207089,-0.27189,-1.200417,0.030007,-0.251034,0.332054,-0.231427,0.749571,0.339471,0.311061,0.447755,0.448912,0.210144
-0.279584,-1.119397,-0.145515,-0.128536,0.733262,0.512475,-0.000843,0.349827,1.146355,0.729983,0.075941,0.247092,0.091787,0.42874,0.62926,0.458129,-0.253007,-0.670359,-0.504185,-0.859708,-0.078238,0.450639,-0.320495,-0.041473,-0.372141,-0.201233,0.50955,0.463427,-0.312178,-0.163272,-0.23376,-0.250159,-0.6881,-1.043505,0.123675,0.681172,0.095137,0.274744,0.065867,0.298701,-0.718867,0.4513,-0.102149,-0.45454,-0.38884,-0.468704,-0.008694,0.323061,0.73149,0.780557,0.21575,0.207308,0.027516,-0.306542,0.137789,-0.016754,-0.844101,-0.994223,0.925629,1.057762,-0.08988,-0.300866,0.33221,-0.270356,0.227164,0.488745,0.01947,-0.1917,-1.495278,-0.420672,0.258686,0.277041,-0.060857,-0.063139,0.182875,0.107455,-0.043165,0.016177,-0.527843,-1.46869,-0.348148,-0.532045,0.669203,-0.137128,0.51965,0.098166,0.891251,0.38843,0.592307,-0.029645
0.114591,-0.541848,-0.070101,-0.096968,0.63182,0.299027,-0.13159,0.1322,0.411735,0.353365,0.019816,-0.027861,0.086059,0.150241,0.196814,0.12562,0.505087,-0.109669,-0.294498,-0.845773,0.149969,0.214948,-0.186859,-0.197375,0.135596,0.180825,0.908622,0.719764,-0.001432,-0.082039,0.296881,-0.04211,-0.033794,-0.425619,-0.339769,0.155297,-0.028706,0.063621,-0.008788,0.103912,-0.103162,0.655683,-0.177791,-0.407094,-0.12943,-0.199001,-0.235869,-0.073527,0.590248,0.795275,0.045153,0.140739,-0.240222,-0.371051,-0.162135,-0.219435,0.278283,-0.091387,1.054369,1.420794,0.097251,-0.089305,0.517129,-0.053223,0.113698,-0.217461,-0.02189,-0.292989,-0.769257,-0.826825,0.288047,0.43302,0.046882,0.027667,0.135304,0.158927,-0.177367,-0.468394,0.522666,-0.061638,0.291538,-0.246063,0.901375,0.049181,0.134836,-0.239671,1.230921,0.538904,0.202321,-0.226482
0.367784,0.138336,-0.000823,-0.28663,0.48178,-0.193425,-0.104634,-0.308912,0.010107,-0.168262,-0.041558,-0.330974,0.161538,-0.114261,0.318176,0.063217,0.446991,0.077761,-0.360359,-0.884233,-0.055207,-0.201516,0.160432,-0.103516,0.316497,-0.067544,0.796016,0.301947,0.151353,-0.139522,0.506128,0.054451,0.341905,0.072294,-0.532631,-0.498119,0.013861,-0.350733,-0.161826,-0.229816,0.52119,0.72165,0.193598,0.346153,0.302319,0.4566,0.070223,0.017554,0.261194,0.465681,0.173641,0.050652,-0.150297,-0.252818,-0.213463,-0.330743,0.692774,0.23387,0.537682,0.910189,0.353056,0.153665,0.238599,-0.097957,0.627544,-0.64571,-0.302509,-0.640503,-0.451942,-1.528743,0.186459,0.232233,0.266102,-0.042884,0.316313,0.038975,0.113439,-0.548616,0.683626,0.518516,0.447679,-0.195956,0.851522,0.010223,0.000479,-0.465985,0.82621,0.238379,0.223208,-0.524653
0.426389,0.317048,0.527548,-0.073752,0.1345,-0.174023,0.469507,-0.188235,-0.141346,-0.058536,0.11147,-0.33663,0.360873,0.009907,0.552049,0.285968,0.118744,0.036796,0.085507,-0.318563,0.06786,0.099432,0.718964,0.41735,0.351871,-0.055301,0.366537,0.12471,0.329932,0.073944,0.861095,0.573688,0.353916,0.439115,-0.60227,-0.66467,-0.039966,-0.297952,-0.150579,-0.294747,0.815729,0.819577,0.159949,0.828386,0.140948,0.439557,0.357471,0.25702,-0.108058,-0.235612,0.169995,-0.05856,-0.184202,-0.144557,-0.231689,-0.157199,0.120448,-0.237571,-0.696049,-0.881153,0.169439,-0.136287,-0.275811,-0.192595,0.887007,-0.855753,-0.821883,-1.116947,-0.344267,-1.546221,0.164972,0.236739,0.543226,0.331299,0.628444,0.374805,0.702119,0.268052,0.369316,0.806377,0.259196,0.026192,0.65383,-0.217915,-0.193328,-0.261892,-0.208277,-0.339871,0.100367,-0.201942
-0.027821,0.08244,0.318323,0.115298,0.103279,0.093319,0.257561,0.016624,0.249157,0.126893,0.105788,-0.317086,0.158798,-0.284134,0.694555,0.105793,-0.130304,-0.089894,-0.005729,-0.047384,0.213165,0.326626,0.444042,0.470257,0.201471,-0.037428,0.325195,0.176591,0.179987,0.105074,0.441626,0.450811,-0.232355,0.250963,-0.35142,-0.040324,-0.053476,0.073996,0.357456,0.139569,0.108587,0.597193,0.791129,1.177496,0.617426,0.574691,1.250721,0.803774,0.203381,-0.696375,0.354908,0.03079,0.178196,-0.129122,0.160193,0.370544,-0.622347,-0.611527,-1.224956,-1.383562,-0.136384,-0.183072,-0.45016,-0.191051,0.345241,-0.46175,-0.501529,-0.626408,-0.794639,-0.824888,-0.04594,0.080614,0.17445,0.057379,0.289852,0.292195,0.748758,0.724841,-0.145051,0.422925,-0.067374,-0.14661,0.745823,-0.091392,-0.002011,0.069559,-0.451582,-0.328625,0.110349,-0.059732
0.159945,0.033977,-0.140813,0.423787,-0.238319,0.26828,-0.128915,0.398847,-0.222587,-0.001539,0.004092,0.03019,-0.062098,-0.200462,0.180014,-0.130661,0.387997,0.255478,0.296197,0.432611,0.046639,0.252916,-0.303958,0.07304,-0.296824,-0.042413,0.159333,0.340567,0.403013,0.423584,0.204266,0.459018,-0.282441,0.115466,-0.896122,-0.351169,-0.261636,0.220831,0.35573,0.252912,-0.364237,0.132615,0.373543,0.376886,0.328213,0.151063,0.796264,0.266637,0.239556,-0.647379,-0.028097,-0.068244,0.170691,-0.509244,0.096517,0.358488,-0.183905,0.178755,-0.13244,-0.081773,0.150649,0.515591,0.003857,0.220528,-0.644154,-0.078286,-0.061002,-0.012088,-0.533581,0.333865,0.036824,0.195561,0.108844,0.047953,0.048436,0.335683,0.369055,0.520535,0.33714,0.528481,0.412957,0.041339,0.478932,0.126993,-0.095098,0.210413,-0.506922,0.130162,-0.34095,-0.070182
0.110622,0.273157,-0.645041,0.311931,-0.330815,0.006737,-0.538035,0.336549,-0.546546,-0.68451,-0.004437,0.28149,0.126822,0.087022,-0.183308,-0.403979,0.554387,0.450484,0.42086,0.625908,-0.079854,-0.113988,-0.923558,-0.563658,-0.503491,-0.144107,0.099025,0.304574,0.44723,0.458533,-0.075799,0.141417,0.376305,0.203392,-0.664481,-0.58453,-0.393574,0.101904,-0.03632,0.057723,-0.193081,-0.188994,0.267587,-0.092066,0.304728,0.162467,0.194415,-0.143548,0.21076,-0.10475,-0.144302,0.121218,0.470393,-0.488407,-0.016176,0.138967,0.136085,0.846548,0.260705,0.712919,0.303084,0.507108,0.282788,0.343762,-1.347614,-0.198507,0.159239,0.574249,-0.214799,0.671901,-0.080825,-0.056083,0.261862,-0.032286,0.005175,0.323936,0.144931,0.134875,0.384486,0.261727,0.719335,0.182313,-0.051038,-0.106369,-0.240326,-0.04916,-0.57563,-0.027254,-0.385813,-0.191873
0.373768,0.343395,-0.435026,0.006024,-0.763912,-0.386068,-0.331131,0.002042,-1.120481,-1.064677,0.223137,0.29169,0.189898,0.204527,-0.686088,-0.643987,0.317971,0.309971,0.519463,0.658105,-0.176726,-0.403522,-0.66482,-0.634652,-0.822126,-0.45021,-0.44717,-0.137014,0.31578,0.217471,-0.189939,0.014172,1.078612,0.344347,-0.264504,-0.933359,-0.274629,-0.096104,-0.391367,-0.178562,0.215883,-0.23897,-0.030363,-0.157192,0.129986,0.177691,-0.449031,-0.31094,0.106851,0.477491,-0.094986,0.230282,0.51692,-0.134446,-0.380095,-0.15747,0.24547,0.679269,0.027036,0.425667,0.232557,-0.353155,0.171901,0.110127,-0.904655,-0.444136,0.177543,0.762628,0.47105,0.813498,-0.356958,-0.373236,0.41525,0.12585,-0.146903,0.100777,0.087044,0.010898,0.186557,0.112956,0.387659,0.341109,-1.003555,-0.363636,-0.40869,-0.073343,-1.16017,-0.39959,-0.332187,0.013653
0.242216,0.270986,0.118949,-0.101218,-0.520818,-0.625719,-0.258691,-0.150787,-0.898277,-0.639502,-0.214735,-0.171211,-0.47861,-0.383064,-0.811019,-0.79017,-0.31475,0.065764,0.326659,0.694126,-0.032309,-0.338241,-0.431,-0.705715,-0.816798,-0.853358,-0.732686,-0.709845,-0.244096,-0.220422,-0.625251,-0.508692,0.766782,0.340402,0.479158,-0.103491,0.208433,0.171908,0.097475,0.16671,0.196346,0.008572,-0.213602,-0.119352,0.166476,0.375919,-0.273394,-0.103339,0.093979,0.518517,-0.190901,-0.139274,-0.145673,-0.269893,-0.646852,-0.348302,0.108921,0.314257,-0.420302,0.171068,-0.160835,-1.008945,-0.374568,-0.068033,-0.151641,-0.295233,0.542853,1.255576,1.164185,1.253654,-0.475228,-0.221819,0.121915,0.106319,-0.429395,-0.241141,0.292178,0.297317,-0.317825,0.151087,-0.45827,0.20015,-1.402493,-0.281651,-0.780464,-0.246106,-1.203905,-0.738232,-0.331608,0.070453
0.392881,0.173667,0.784623,0.088767,-0.031201,-0.162204,-0.015881,0.02229,-0.45249,0.27804,-0.398252,-0.43446,-0.732582,-0.651768,-0.627048,-0.620035,-0.282085,0.355093,0.251203,0.583092,-0.043284,-0.381622,0.386088,-0.090746,-0.118764,-0.265721,-0.094305,-0.31188,-0.263756,-0.305935,-0.484987,-0.352554,-0.089482,0.120708,0.635667,0.704017,0.391126,0.193914,0.63159,0.417587,0.031697,-0.251919,-0.432061,-0.347568,-0.211073,-0.166057,0.117379,-0.145128,-0.356013,-0.291021,-0.618376,-0.903087,-1.021653,-0.772341,-0.409949,-0.239254,0.441664,0.369607,-0.456285,0.153869,-0.11301,-0.615216,-0.404101,0.102297,0.577307,0.37225,0.638296,0.947383,1.211952,1.425569,-0.228027,0.137824,-0.242305,0.102646,-0.429056,-0.233071,-0.012737,-0.038423,0.240359,0.778074,-0.416985,0.419021,-0.585504,-0.078882,-0.448385,-0.01256,0.001007,0.058996,-0.110169,-0.003474
0.178941,-0.145586,0.56092,0.031334,-0.095188,-0.16789,0.107957,0.126779,-0.321874,0.319191,-0.230083,-0.216609,-0.34306,-0.223033,-0.500757,-0.392606,0.064478,0.520805,-0.128383,0.05419,-0.515128,-0.615927,0.368015,-0.046967,0.244086,0.083087,-0.219463,-0.314986,0.01633,-0.209796,-0.432111,-0.435522,-0.441501,0.009107,0.70404,1.271413,0.322096,0.002642,0.350695,0.212142,0.007244,-0.357537,-0.045342,-0.150759,-0.440378,-0.503617,0.436132,0.196921,-0.8206,-1.038222,-0.809371,-1.348887,-1.150113,-0.753466,-0.087614,-0.181169,0.524018,0.565707,-0.778961,-0.639202,0.214816,0.364484,-0.020583,0.40605,0.792442,0.781085,0.161557,0.276053,0.266019,0.351139,0.015029,0.063304,-0.357359,0.046864,0.007424,0.128509,-0.014623,-0.152466,0.734258,0.855873,0.116204,0.583075,-0.431138,-0.156579,-0.199159,0.157664,0.00441,0.263124,-0.047685,-0.028423
0.277689,-0.357236,0.343735,-0.316688,-0.220942,-0.215873,0.765517,-0.27136,-0.038428,0.233844,0.501086,0.030179,0.59403,0.3023,-0.180845,-0.199549,0.190293,0.10745,-0.62705,-0.802764,-1.146535,-0.990555,0.18517,-0.280869,0.293361,0.287917,-0.949882,-0.677859,0.255972,-0.54204,-0.569476,-0.797195,-0.347807,-0.269305,0.396361,0.644614,-0.337625,-0.414303,-0.502581,-0.406598,-0.155687,-0.767445,1.105594,0.692172,0.39086,0.004388,0.587959,0.921137,-0.400423,-0.437711,-0.156191,-0.529521,-0.258027,0.445204,0.131843,0.182449,0.657966,0.657232,0.017265,-0.587317,1.078773,0.83897,0.554121,0.471091,0.907843,0.722767,-0.382914,-0.680902,-0.90279,-1.324677,-0.386695,-0.496494,-0.522313,-0.278012,-0.199287,0.161396,-0.755525,-0.653417,0.671765,0.237644,0.401207,0.63684,-0.718453,-0.526611,0.228062,0.543511,-0.614605,-0.045513,-0.212691,0.409956
